agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,performance_index,cost_efficiency_ratio,autonomous_capability_score,DAY(timestamp),MONTH(timestamp),WEEKDAY(timestamp),YEAR(timestamp)
Document Processor,GPT-4o,Cloud,Learning & Adaptation,8.0,9.0,0.3785,0.4338,0.5049,66.44,566.76,493.4,70.4,True,0.4684,False,False,0.43301,15.409608540925268,122.788,9,3,6,2025
QA Tester,GPT-4o,Cloud,Communication,6.0,7.0,0.3784,0.5882,0.64,29.54,1091.05,414.2,60.8,True,0.39,False,True,0.51982,34.654666666666664,97.3,9,3,6,2025
Task Planner,Gemini-Pro,Hybrid,Learning & Adaptation,9.0,9.0,0.3,0.4,0.4401,27.13,415.54,523.2,105.9,True,0.3566,False,False,0.3720299999999999,24.3156862745098,114.962,9,3,6,2025
Document Processor,Transformer-XL,Cloud,Data Analysis,4.0,2.0,0.6364,0.6261,0.6907,83.44,2506.87,276.9,70.6,True,0.6938,False,False,0.6496,20.55696202531645,68.566,9,3,6,2025
HR Recruiter,Gemini-Pro,Desktop,Research & Summarization,4.0,4.0,0.6275,0.6624,0.7187,56.85,793.78,268.6,64.8,True,0.6315,True,False,0.66533,29.439380530973448,84.205,9,3,6,2025
Translation Agent,CodeT5+,Hybrid,Planning & Scheduling,5.0,7.0,0.5802,0.6096,0.6158,15.81,777.08,279.3,56.0,True,0.605,False,False,0.5997,65.9010989010989,112.35,9,3,6,2025
Financial Advisor,Mixtral-8x7B,Mobile,Code Generation,3.0,1.0,0.7577,0.7477,0.6716,35.05,622.61,253.1,24.4,False,0.7653,False,True,0.72887,47.95197368421052,83.571,9,3,6,2025
QA Tester,GPT-4o,Edge,Code Generation,3.0,2.0,0.7558,0.8447,0.7766,8.68,369.84,179.4,42.4,False,0.783,False,True,0.78871,138.37017543859648,94.81,9,3,6,2025
Content Creator,CodeT5+,Mobile,Data Analysis,7.0,9.0,0.4662,0.5113,0.5822,80.43,295.86,430.8,86.9,True,0.5397,True,True,0.51453,16.028971962616826,127.779,9,3,6,2025
Data Analyst,PaLM-2,Hybrid,Learning & Adaptation,10.0,10.0,0.3,0.4,0.3903,121.83,1868.43,588.3,99.0,True,0.3187,False,False,0.3570899999999999,7.517684210526315,122.309,9,3,6,2025
Financial Advisor,GPT-4o,Cloud,Planning & Scheduling,3.0,5.0,0.6884,0.7643,0.8171,32.65,419.31,275.0,42.1,True,0.7537,False,True,0.7497800000000001,51.35479452054796,102.759,9,3,6,2025
Data Analyst,Claude-3.5,Server,Code Generation,5.0,7.0,0.7058,0.7441,0.6672,53.07,403.61,325.7,56.3,False,0.8242,False,False,0.70571,32.22420091324201,147.69400000000002,9,3,6,2025
Sales Assistant,Gemini-Pro,Server,Planning & Scheduling,5.0,6.0,0.6433,0.6554,0.6703,28.11,4700.5,397.1,84.8,True,0.7282,False,False,0.65503,45.80629370629371,110.974,9,3,6,2025
QA Tester,PaLM-2,Server,Research & Summarization,7.0,6.0,0.4203,0.4908,0.5323,64.0,563.91,431.8,70.4,True,0.4499,True,True,0.47505,17.792134831460675,91.493,9,3,6,2025
Financial Advisor,InstructGPT,Cloud,Problem Solving,7.0,6.0,0.3411,0.5047,0.5625,25.76,830.21,495.9,72.0,True,0.4408,False,False,0.4566,31.489655172413794,90.856,9,3,6,2025
Code Assistant,Falcon-180B,Hybrid,Problem Solving,8.0,7.0,0.3354,0.4,0.4782,49.43,1570.25,497.0,90.2,True,0.4335,False,False,0.39762,17.750892857142855,100.345,9,3,6,2025
Social Media Manager,CodeT5+,Edge,Problem Solving,9.0,8.0,0.3,0.4318,0.3975,95.13,703.35,596.1,83.4,True,0.4053,False,True,0.3687899999999999,9.529457364341084,108.371,9,3,6,2025
Document Processor,Mixtral-8x7B,Cloud,Data Analysis,8.0,9.0,0.3,0.4179,0.469,70.34,768.16,498.1,84.4,True,0.4143,False,False,0.3860699999999999,13.131632653061224,119.001,9,3,6,2025
Social Media Manager,Mixtral-8x7B,Cloud,Communication,4.0,6.0,0.6825,0.6905,0.6636,24.37,447.19,328.3,51.8,True,0.798,False,False,0.67923,54.77661290322581,115.86,9,3,6,2025
Email Manager,Falcon-180B,Desktop,Communication,4.0,4.0,0.5869,0.7204,0.6614,17.66,991.71,366.0,67.6,True,0.7016,False,False,0.6493,61.83809523809524,89.112,9,3,6,2025
HR Recruiter,Mixtral-8x7B,Server,Problem Solving,6.0,8.0,0.4516,0.6218,0.5736,70.65,837.02,421.0,76.8,True,0.546,False,False,0.5392600000000001,18.72430555555556,118.22,10,3,0,2025
Research Assistant,CodeT5+,Server,Planning & Scheduling,5.0,4.0,0.4928,0.654,0.6616,35.53,527.97,275.3,52.6,True,0.6304,False,False,0.5918,37.93589743589744,84.128,10,3,0,2025
Document Processor,Mixtral-8x7B,Mobile,Planning & Scheduling,6.0,5.0,0.4727,0.637,0.6074,33.8,932.14,386.1,57.2,True,0.6077,False,True,0.5624,34.93167701863354,92.539,10,3,0,2025
Task Planner,Falcon-180B,Edge,Planning & Scheduling,4.0,2.0,0.6167,0.6233,0.6533,28.84,504.35,221.4,38.0,True,0.706,False,True,0.62966,49.1921875,69.41999999999999,10,3,0,2025
Marketing Assistant,PaLM-2,Desktop,Learning & Adaptation,10.0,9.0,0.3,0.4,0.3626,61.18,340.22,556.7,108.6,True,0.3994,False,False,0.34878,12.917777777777776,117.958,10,3,0,2025
Social Media Manager,CodeT5+,Hybrid,Decision Making,5.0,7.0,0.5641,0.7228,0.6114,53.63,1791.35,359.1,43.4,True,0.6774,False,True,0.6259,27.817777777777778,117.418,10,3,0,2025
Data Analyst,CodeT5+,Cloud,Planning & Scheduling,5.0,7.0,0.6567,0.6883,0.6615,38.25,555.93,341.8,62.5,True,0.787,False,False,0.66762,38.81511627906977,125.09,10,3,0,2025
Marketing Assistant,Falcon-180B,Edge,Research & Summarization,9.0,7.0,0.3,0.407,0.4396,72.82,1977.73,567.0,99.0,True,0.301,False,True,0.37398,12.102912621359222,91.07,10,3,0,2025
Project Manager,InstructGPT,Edge,Problem Solving,7.0,6.0,0.3631,0.4163,0.5584,89.94,1082.83,439.6,59.9,True,0.4397,False,True,0.43765,12.362994350282484,90.779,10,3,0,2025
QA Tester,Claude-3.5,Edge,Data Analysis,7.0,5.0,0.4361,0.4767,0.5613,89.44,264.54,445.3,72.3,True,0.5715,True,True,0.48584,13.76317280453258,90.005,10,3,0,2025
Data Analyst,Transformer-XL,Cloud,Problem Solving,6.0,5.0,0.5538,0.5085,0.5381,71.21,1186.34,432.8,66.5,True,0.6196,False,False,0.5355,18.4020618556701,93.372,10,3,0,2025
Research Assistant,InstructGPT,Desktop,Creative Writing,8.0,7.0,0.3387,0.4962,0.4765,48.3,2113.01,560.8,84.3,True,0.4611,False,False,0.42729,18.823348017621147,102.277,10,3,0,2025
Marketing Assistant,Mixtral-8x7B,Mobile,Creative Writing,7.0,5.0,0.4441,0.5068,0.4942,31.42,781.66,426.5,85.6,True,0.579,True,True,0.47794,30.442038216560515,90.53,10,3,0,2025
Research Assistant,InstructGPT,Edge,Decision Making,8.0,9.0,0.3212,0.491,0.4994,22.5,184.23,478.8,82.3,True,0.3626,False,True,0.4256,32.00000000000001,115.382,10,3,0,2025
Document Processor,LLaMA-3,Server,Code Generation,7.0,9.0,0.3332,0.5056,0.4694,40.26,1864.41,472.4,86.1,True,0.4597,False,True,0.42578,22.29214659685864,122.179,10,3,0,2025
Social Media Manager,Falcon-180B,Hybrid,Data Analysis,5.0,6.0,0.5033,0.6727,0.6164,68.17,283.81,392.3,47.2,True,0.5895,True,False,0.58805,21.306159420289852,101.265,10,3,0,2025
Social Media Manager,CodeT5+,Edge,Learning & Adaptation,9.0,10.0,0.3,0.4116,0.4839,98.31,759.13,499.8,83.0,True,0.3156,False,True,0.38865,10.016752577319588,122.092,10,3,0,2025
Marketing Assistant,Mixtral-8x7B,Mobile,Creative Writing,8.0,8.0,0.4306,0.4,0.4992,47.43,113.34,489.0,99.6,True,0.5465,True,True,0.4419999999999999,20.368663594470043,118.255,10,3,0,2025
Customer Service,InstructGPT,Desktop,Planning & Scheduling,6.0,7.0,0.4703,0.6239,0.5947,34.76,278.09,378.1,79.3,True,0.5783,False,False,0.5537,33.762195121951216,110.481,10,3,0,2025
Research Assistant,LLaMA-3,Edge,Creative Writing,7.0,5.0,0.309,0.4445,0.5315,33.01,191.99,401.6,91.5,True,0.4272,False,True,0.4164,26.025,79.904,10,3,0,2025
Customer Service,Falcon-180B,Edge,Creative Writing,6.0,7.0,0.4495,0.5365,0.5538,23.36,144.76,409.7,86.6,True,0.4653,True,True,0.50689,39.2937984496124,102.571,10,3,0,2025
Data Analyst,LLaMA-3,Server,Data Analysis,7.0,7.0,0.4088,0.5272,0.5658,71.97,452.76,428.7,92.9,True,0.5391,False,False,0.4914199999999999,16.77201365187713,107.737,10,3,0,2025
Document Processor,Gemini-Pro,Server,Code Generation,4.0,5.0,0.7138,0.7523,0.6904,48.98,372.37,262.1,40.4,False,0.7524,False,False,0.7183299999999999,36.09698492462311,122.668,10,3,0,2025
Social Media Manager,Gemini-Pro,Mobile,Problem Solving,9.0,9.0,0.3,0.4,0.4174,65.31,1174.65,561.3,79.1,True,0.383,False,True,0.36522,12.859859154929577,116.81,10,3,0,2025
Translation Agent,Mixtral-8x7B,Hybrid,Data Analysis,7.0,9.0,0.3876,0.4541,0.5269,24.56,284.66,477.1,71.3,True,0.537,True,False,0.4493400000000001,32.095714285714294,127.59,10,3,0,2025
Sales Assistant,Claude-3.5,Edge,Research & Summarization,5.0,7.0,0.6112,0.6025,0.6734,54.42,842.53,375.4,48.5,True,0.7096,True,True,0.62725,27.39082969432314,119.672,10,3,0,2025
Translation Agent,InstructGPT,Server,Planning & Scheduling,3.0,3.0,0.7827,0.7553,0.7452,25.7,1155.0,266.3,48.4,False,0.8731,False,False,0.76323,62.55983606557377,111.117,10,3,0,2025
Content Creator,LLaMA-3,Hybrid,Code Generation,3.0,5.0,0.736,0.7908,0.7623,32.87,1486.47,269.3,24.8,False,0.748,False,False,0.76033,51.72312925170067,122.36,10,3,0,2025
Code Assistant,Falcon-180B,Edge,Planning & Scheduling,5.0,7.0,0.5872,0.6228,0.6594,40.71,1413.1,384.8,67.6,True,0.5955,False,True,0.61954,33.67065217391304,111.685,10,3,0,2025
Social Media Manager,CodeT5+,Server,Learning & Adaptation,8.0,6.0,0.3,0.4427,0.5022,118.89,250.19,488.1,89.9,True,0.3495,False,False,0.40347,8.867472527472527,84.465,10,3,0,2025
Content Creator,Falcon-180B,Edge,Learning & Adaptation,10.0,10.0,0.3,0.4,0.3835,89.7,174.08,543.6,101.8,True,0.3033,False,True,0.35505,9.78099173553719,121.231,10,3,0,2025
Social Media Manager,Falcon-180B,Edge,Problem Solving,8.0,9.0,0.3,0.4159,0.4969,68.79,211.62,437.7,78.6,True,0.4332,False,True,0.3938399999999999,13.916607773851588,120.324,10,3,0,2025
Customer Service,GPT-4o,Cloud,Research & Summarization,5.0,5.0,0.6156,0.7303,0.7514,33.0,1753.85,342.4,48.6,True,0.6979,False,False,0.69075,44.8538961038961,98.853,10,3,0,2025
Social Media Manager,LLaMA-3,Desktop,Learning & Adaptation,9.0,7.0,0.3,0.4,0.386,39.1,948.14,526.9,94.0,True,0.4177,False,False,0.3558,18.43523316062176,99.239,10,3,0,2025
Email Manager,Claude-3.5,Cloud,Research & Summarization,4.0,3.0,0.6349,0.7088,0.7263,57.79,185.1,324.2,73.5,True,0.7625,False,False,0.68449,29.127234042553194,83.375,10,3,0,2025
Marketing Assistant,Falcon-180B,Cloud,Planning & Scheduling,5.0,7.0,0.4456,0.559,0.6564,26.06,235.98,388.2,51.2,True,0.489,False,False,0.54286,39.91617647058823,104.23,11,3,1,2025
Project Manager,GPT-4o,Desktop,Creative Writing,8.0,10.0,0.3346,0.4252,0.5671,44.21,756.15,473.7,84.4,True,0.347,True,True,0.43153,21.050243902439025,124.29,11,3,1,2025
Data Analyst,Falcon-180B,Mobile,Text Processing,5.0,7.0,0.5016,0.6085,0.6249,19.85,169.65,361.1,71.1,True,0.6372,False,True,0.5706600000000001,50.95178571428571,114.604,11,3,1,2025
Sales Assistant,LLaMA-3,Edge,Problem Solving,9.0,10.0,0.3,0.4,0.4905,84.79,1638.58,554.1,80.7,True,0.367,False,True,0.38715,11.125,125.69,11,3,1,2025
Code Assistant,Gemini-Pro,Server,Communication,3.0,3.0,0.7812,0.7296,0.7808,26.63,862.57,214.8,36.1,False,0.8612,False,False,0.7656000000000001,63.8,110.284,11,3,1,2025
Social Media Manager,GPT-4o,Server,Communication,6.0,5.0,0.4768,0.6094,0.5962,21.71,647.72,373.1,72.3,True,0.6142,False,False,0.5524,46.03333333333333,92.994,11,3,1,2025
Research Assistant,LLaMA-3,Edge,Creative Writing,6.0,6.0,0.5175,0.5564,0.5476,28.89,305.12,386.3,76.3,True,0.6446,True,True,0.5382,37.11724137931035,105.122,11,3,1,2025
Email Manager,LLaMA-3,Server,Learning & Adaptation,8.0,9.0,0.3027,0.419,0.512,74.0,398.27,517.5,74.6,True,0.3755,False,False,0.4003799999999999,12.999350649350648,116.285,11,3,1,2025
Sales Assistant,GPT-4o,Desktop,Data Analysis,4.0,4.0,0.7055,0.7555,0.6987,66.19,851.53,327.8,62.9,False,0.8394,False,False,0.71846,27.317870722433454,118.758,11,3,1,2025
Task Planner,Transformer-XL,Desktop,Code Generation,7.0,6.0,0.3,0.5084,0.5342,53.37,340.79,480.8,63.3,True,0.4088,False,True,0.4327799999999999,18.338135593220336,88.616,11,3,1,2025
Data Analyst,InstructGPT,Hybrid,Decision Making,8.0,9.0,0.3266,0.5065,0.3981,36.88,616.48,526.4,81.3,True,0.4727,False,True,0.40202,21.61397849462365,123.089,11,3,1,2025
Code Assistant,LLaMA-3,Server,Communication,6.0,5.0,0.4351,0.5696,0.6144,25.83,793.26,378.8,71.3,True,0.4964,False,True,0.5292399999999999,39.4955223880597,84.74799999999999,11,3,1,2025
Content Creator,Claude-3.5,Hybrid,Communication,5.0,7.0,0.5952,0.6181,0.6512,7.22,418.09,386.2,56.4,True,0.7448,False,False,0.6188699999999999,84.77671232876712,122.136,11,3,1,2025
Code Assistant,LLaMA-3,Cloud,Code Generation,3.0,4.0,0.792,0.7437,0.712,28.39,158.48,279.7,34.1,False,0.8783,False,True,0.75351,56.65488721804512,121.481,11,3,1,2025
Marketing Assistant,GPT-4o,Desktop,Problem Solving,9.0,7.0,0.3,0.4005,0.4479,59.41,766.54,603.8,86.6,True,0.3883,False,True,0.3745199999999999,13.97462686567164,97.181,11,3,1,2025
Document Processor,CodeT5+,Edge,Communication,2.0,3.0,0.7081,0.8368,0.8102,30.01,850.24,212.7,35.0,False,0.8487,False,True,0.7773399999999999,59.33893129770991,109.409,11,3,1,2025
Customer Service,Transformer-XL,Desktop,Data Analysis,7.0,5.0,0.3843,0.5063,0.4995,58.49,1018.08,451.1,73.4,True,0.4602,False,False,0.45546,18.2184,82.214,11,3,1,2025
Data Analyst,Claude-3.5,Edge,Decision Making,7.0,7.0,0.4002,0.5118,0.5751,19.88,126.17,409.5,93.7,True,0.4982,False,True,0.4861499999999999,41.55128205128205,104.874,11,3,1,2025
Project Manager,Mixtral-8x7B,Edge,Research & Summarization,4.0,5.0,0.6138,0.7008,0.6858,52.15,602.62,325.9,49.5,True,0.7213,True,True,0.6615,30.625,100.491,11,3,1,2025
QA Tester,Gemini-Pro,Hybrid,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,11,3,1,2025
Sales Assistant,GPT-4o,Edge,Code Generation,6.0,4.0,0.5169,0.5794,0.6268,29.23,235.44,356.9,81.3,True,0.6082,False,True,0.56862,39.763636363636365,82.574,11,3,1,2025
Translation Agent,Transformer-XL,Cloud,Problem Solving,7.0,5.0,0.3066,0.5094,0.4899,62.1,2139.34,458.3,63.7,True,0.3926,False,False,0.4224299999999999,16.061977186311786,77.482,11,3,1,2025
Project Manager,Falcon-180B,Cloud,Creative Writing,5.0,7.0,0.6776,0.6391,0.6422,47.02,602.17,311.2,74.6,True,0.6923,False,False,0.65543,33.10252525252525,118.461,11,3,1,2025
Translation Agent,Transformer-XL,Cloud,Planning & Scheduling,4.0,5.0,0.6149,0.6247,0.6471,28.15,111.46,318.5,57.6,True,0.7259,False,False,0.6275000000000001,46.13970588235294,100.813,12,3,2,2025
Translation Agent,Transformer-XL,Desktop,Learning & Adaptation,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,True,0.53905,False,False,0.5292349999999999,27.966852002794596,102.434,12,3,2,2025
QA Tester,PaLM-2,Desktop,Text Processing,6.0,8.0,0.4812,0.5417,0.5935,21.1,143.26,395.3,64.5,True,0.5774,False,False,0.5330400000000001,44.42,120.418,12,3,2,2025
Code Assistant,InstructGPT,Mobile,Learning & Adaptation,7.0,9.0,0.3747,0.5303,0.5776,120.37,395.44,477.8,69.5,True,0.3821,False,True,0.4822499999999999,10.506535947712417,116.747,12,3,2,2025
Translation Agent,LLaMA-3,Desktop,Problem Solving,7.0,6.0,0.3839,0.4702,0.512,48.49,205.23,422.2,70.7,True,0.4228,False,False,0.4482199999999999,20.944859813084108,89.596,12,3,2,2025
Email Manager,CodeT5+,Mobile,Data Analysis,7.0,5.0,0.3467,0.5549,0.543,100.89,1267.52,427.3,82.3,True,0.4671,True,True,0.4680499999999999,12.032133676092544,82.697,12,3,2,2025
Social Media Manager,CodeT5+,Hybrid,Decision Making,9.0,10.0,0.3,0.4414,0.4477,45.01,824.06,566.1,90.2,True,0.4299,False,False,0.3867299999999999,17.821658986175112,130.093,12,3,2,2025
Content Creator,LLaMA-3,Edge,Planning & Scheduling,5.0,3.0,0.5328,0.6579,0.6367,34.4,250.84,340.2,56.3,True,0.5934,False,True,0.6015,37.83018867924528,71.53800000000001,12,3,2,2025
Sales Assistant,Falcon-180B,Desktop,Communication,5.0,7.0,0.5691,0.6306,0.6368,28.67,759.61,368.3,54.9,True,0.5792,False,False,0.6078600000000001,42.80704225352113,110.544,12,3,2,2025
HR Recruiter,InstructGPT,Hybrid,Research & Summarization,9.0,10.0,0.3043,0.4264,0.4257,26.21,1296.77,596.3,83.3,True,0.3652,True,False,0.37735,24.03503184713376,125.564,12,3,2,2025
Project Manager,Mixtral-8x7B,Server,Communication,4.0,4.0,0.6405,0.6439,0.6971,12.35,361.74,286.0,55.2,True,0.7431,False,False,0.6585,82.3125,92.017,12,3,2,2025
Financial Advisor,PaLM-2,Hybrid,Problem Solving,10.0,10.0,0.3,0.4,0.4051,93.56,488.8,598.8,90.1,True,0.4461,False,False,0.36153,9.464136125654452,131.227,12,3,2,2025
Translation Agent,Claude-3.5,Desktop,Communication,2.0,2.0,0.8267,0.772,0.8506,18.37,205.45,222.1,50.9,False,0.8965,False,False,0.8174600000000001,87.89892473118282,102.755,12,3,2,2025
Research Assistant,Mixtral-8x7B,Edge,Code Generation,8.0,7.0,0.3249,0.4,0.4667,43.94,100.44,451.7,96.7,True,0.3812,False,True,0.38997,19.30544554455446,96.684,12,3,2,2025
Email Manager,Transformer-XL,Desktop,Learning & Adaptation,8.0,7.0,0.3,0.4901,0.4447,70.15,1655.76,509.8,80.1,True,0.3479,False,False,0.40044,13.574237288135594,94.353,12,3,2,2025
Task Planner,Claude-3.5,Edge,Learning & Adaptation,8.0,10.0,0.3,0.402,0.4447,42.64,798.13,529.5,65.4,True,0.3107,False,True,0.3740099999999999,18.24439024390244,121.749,12,3,2,2025
Document Processor,Falcon-180B,Edge,Creative Writing,6.0,7.0,0.4877,0.5856,0.5521,44.81,371.62,392.4,75.4,True,0.5728,True,True,0.53639,26.95427135678392,110.096,12,3,2,2025
HR Recruiter,CodeT5+,Edge,Creative Writing,8.0,8.0,0.3,0.4791,0.4896,39.68,165.97,519.8,78.8,True,0.3713,False,True,0.41061,21.165463917525773,105.991,12,3,2,2025
Customer Service,Transformer-XL,Desktop,Problem Solving,9.0,9.0,0.3,0.4,0.3929,60.0,1269.1,549.2,82.7,True,0.3763,False,False,0.35787,13.504528301886792,116.341,12,3,2,2025
Email Manager,InstructGPT,Desktop,Decision Making,10.0,10.0,0.3,0.4,0.4149,21.46,3257.87,579.2,103.4,True,0.3689,False,True,0.3644699999999999,26.22086330935252,125.823,12,3,2,2025
Email Manager,InstructGPT,Mobile,Code Generation,4.0,4.0,0.6472,0.7055,0.7613,32.23,310.57,284.9,55.7,True,0.7525,False,True,0.69892,47.871232876712334,92.675,12,3,2,2025
Email Manager,Transformer-XL,Hybrid,Learning & Adaptation,9.0,9.0,0.3,0.4,0.4345,121.77,382.07,585.0,96.8,True,0.3637,False,True,0.3703499999999999,7.813291139240506,115.459,12,3,2,2025
Task Planner,Claude-3.5,Hybrid,Code Generation,7.0,5.0,0.4497,0.4799,0.5735,53.01,216.96,438.4,72.8,True,0.5756,False,True,0.4959,21.467532467532465,90.292,12,3,2,2025
Task Planner,Gemini-Pro,Server,Research & Summarization,4.0,6.0,0.6903,0.7872,0.7276,94.42,2404.28,294.5,57.7,True,0.8327,True,False,0.7305600000000001,20.637288135593224,118.289,12,3,2,2025
HR Recruiter,CodeT5+,Desktop,Research & Summarization,4.0,2.0,0.7281,0.6963,0.7157,52.01,3009.27,295.8,34.0,False,0.8734,False,False,0.7148399999999999,33.560563380281685,101.138,12,3,2,2025
HR Recruiter,Gemini-Pro,Server,Decision Making,6.0,6.0,0.4834,0.6417,0.6169,30.02,2359.96,373.3,69.6,True,0.6218,False,False,0.57094,38.839455782312925,103.526,12,3,2,2025
Marketing Assistant,LLaMA-3,Edge,Code Generation,9.0,10.0,0.3,0.4,0.4573,37.55,101.29,539.5,94.4,True,0.3197,False,True,0.3771899999999999,19.957142857142856,122.379,12,3,2,2025
Code Assistant,PaLM-2,Mobile,Creative Writing,3.0,5.0,0.6946,0.6773,0.7788,26.92,840.06,215.5,50.1,True,0.6978,True,True,0.7146700000000001,59.06363636363638,98.846,12,3,2,2025
Sales Assistant,Claude-3.5,Desktop,Data Analysis,6.0,7.0,0.3699,0.6393,0.6274,50.99,1928.2,379.0,78.0,True,0.3725,False,True,0.5279699999999999,24.218807339449537,96.075,12,3,2,2025
Social Media Manager,Falcon-180B,Mobile,Learning & Adaptation,7.0,7.0,0.3713,0.4949,0.474,114.24,704.35,465.4,76.3,True,0.5006,False,True,0.4391899999999999,10.05011441647597,105.042,12,3,2,2025
Data Analyst,GPT-4o,Mobile,Communication,4.0,3.0,0.7977,0.7646,0.7599,16.18,900.0,278.5,52.1,False,0.8973,False,True,0.77643,84.3945652173913,112.811,13,3,3,2025
Social Media Manager,Mixtral-8x7B,Desktop,Learning & Adaptation,7.0,5.0,0.408,0.4852,0.5167,100.85,1640.54,428.1,86.5,True,0.4767,False,False,0.46377,11.92210796915167,83.369,13,3,3,2025
Project Manager,CodeT5+,Desktop,Data Analysis,8.0,7.0,0.3476,0.4666,0.4919,47.34,283.25,557.9,92.6,True,0.3555,True,True,0.42659,19.04419642857143,94.885,13,3,3,2025
HR Recruiter,Claude-3.5,Server,Research & Summarization,6.0,4.0,0.5421,0.5917,0.6435,68.72,565.64,396.4,68.4,True,0.6359,True,True,0.5874,21.053763440860216,84.513,13,3,3,2025
Document Processor,Gemini-Pro,Desktop,Communication,3.0,5.0,0.7347,0.7577,0.7728,15.55,965.71,237.4,28.4,False,0.7989,False,False,0.7530300000000001,87.56162790697675,125.923,13,3,3,2025
Research Assistant,CodeT5+,Server,Learning & Adaptation,8.0,9.0,0.4815,0.4988,0.4912,118.41,362.18,513.9,80.7,True,0.533,False,False,0.4896,10.736842105263158,127.31,13,3,3,2025
Project Manager,Gemini-Pro,Desktop,Problem Solving,10.0,10.0,0.3,0.4,0.3897,83.83,401.67,590.7,119.0,True,0.3614,False,False,0.3569099999999999,10.25603448275862,125.298,13,3,3,2025
HR Recruiter,LLaMA-3,Edge,Communication,6.0,6.0,0.4635,0.5597,0.58455,41.09,630.935,408.65,69.4,False,0.53905,False,True,0.5292349999999999,27.966852002794596,102.434,13,3,3,2025
Email Manager,Claude-3.5,Edge,Code Generation,6.0,7.0,0.4859,0.5534,0.5967,47.37,116.09,394.4,56.3,True,0.6098,False,True,0.53939,26.05748792270532,112.686,13,3,3,2025
Research Assistant,InstructGPT,Mobile,Research & Summarization,8.0,6.0,0.3398,0.4598,0.5516,30.31,240.51,522.6,91.2,True,0.3836,False,True,0.4393399999999999,26.953374233128837,86.852,13,3,3,2025
QA Tester,Mixtral-8x7B,Desktop,Research & Summarization,9.0,8.0,0.3,0.4,0.3775,62.88,2308.19,567.5,103.5,True,0.3031,True,True,0.3532499999999999,12.79891304347826,101.217,13,3,3,2025
Data Analyst,Falcon-180B,Hybrid,Learning & Adaptation,8.0,9.0,0.3,0.4,0.4433,102.15,318.58,548.3,70.8,True,0.4331,False,False,0.37299,9.20962962962963,120.317,13,3,3,2025
HR Recruiter,InstructGPT,Desktop,Creative Writing,7.0,5.0,0.418,0.5441,0.494,32.27,457.37,412.7,64.3,True,0.4483,False,False,0.47863,30.10251572327044,81.381,13,3,3,2025
Data Analyst,LLaMA-3,Server,Creative Writing,4.0,3.0,0.6673,0.6863,0.6875,33.7,2172.32,237.1,57.6,True,0.7836,False,False,0.67906,46.51095890410959,84.852,13,3,3,2025
QA Tester,LLaMA-3,Server,Code Generation,4.0,2.0,0.6146,0.7443,0.651,36.34,880.86,288.0,53.0,True,0.6531,False,False,0.6644300000000001,41.526875,65.717,13,3,3,2025
Task Planner,GPT-4o,Mobile,Learning & Adaptation,10.0,10.0,0.3,0.4,0.449,38.58,796.46,592.5,126.2,True,0.3001,False,True,0.3747,18.924242424242426,121.007,13,3,3,2025
Content Creator,Gemini-Pro,Hybrid,Creative Writing,6.0,5.0,0.4332,0.5791,0.6562,35.31,328.06,366.4,63.4,True,0.5048,True,True,0.54387,33.162804878048775,85.336,13,3,3,2025
QA Tester,CodeT5+,Hybrid,Text Processing,4.0,4.0,0.6419,0.6833,0.7097,45.7,136.67,242.3,37.1,True,0.6694,False,False,0.67466,36.07807486631016,86.858,13,3,3,2025
HR Recruiter,LLaMA-3,Server,Problem Solving,6.0,5.0,0.528,0.5031,0.5967,58.31,409.23,382.9,66.4,True,0.6565,False,False,0.54114,22.269135802469133,95.955,13,3,3,2025
Marketing Assistant,GPT-4o,Hybrid,Text Processing,5.0,3.0,0.5367,0.6479,0.7398,27.69,1008.81,318.8,63.3,True,0.5458,False,False,0.63099,47.08880597014926,68.20599999999999,13,3,3,2025
Content Creator,Mixtral-8x7B,Edge,Learning & Adaptation,8.0,6.0,0.3413,0.4,0.4493,99.55,774.18,461.6,77.8,True,0.4011,False,True,0.3913099999999999,10.085309278350511,88.077,13,3,3,2025
Task Planner,Transformer-XL,Edge,Text Processing,3.0,2.0,0.6888,0.7358,0.72,22.68,1401.56,248.5,35.4,True,0.826,False,True,0.71226,64.75090909090909,77.82,13,3,3,2025
Social Media Manager,LLaMA-3,Mobile,Code Generation,7.0,6.0,0.5156,0.4948,0.5705,39.76,760.41,486.6,89.3,True,0.527,False,True,0.52583,27.530366492146594,96.89,13,3,3,2025
Task Planner,CodeT5+,Edge,Creative Writing,3.0,1.0,0.7392,0.7494,0.7273,37.63,552.99,225.2,46.2,False,0.8665,True,True,0.73869,46.75253164556961,90.655,13,3,3,2025
Content Creator,Falcon-180B,Edge,Data Analysis,5.0,6.0,0.4593,0.6079,0.6118,95.1,349.76,321.0,64.7,True,0.5675,False,True,0.5496300000000001,15.310027855153203,99.725,13,3,3,2025
